"Kod";"Nazwa";"ogółem;kobiety;2019;[osoba]";
3014012;"Chrzypsko Wielkie (2)";1622;
3014022;"Kwilcz (2)";3151;
3014033;"Międzychód (3)";9313;
3014034;"Międzychód - miasto (4)";5496;
3014035;"Międzychód - obszar wiejski (5)";3817;
3014043;"Sieraków (3)";4418;
3014044;"Sieraków - miasto (4)";3070;
3014045;"Sieraków - obszar wiejski (5)";1348;
3015012;"Kuślin (2)";2747;
3015023;"Lwówek (3)";4611;
3015024;"Lwówek - miasto (4)";1533;
3015025;"Lwówek - obszar wiejski (5)";3078;
3015032;"Miedzichowo (2)";1855;
3015043;"Nowy Tomyśl (3)";13874;
3015044;"Nowy Tomyśl - miasto (4)";7524;
3015045;"Nowy Tomyśl - obszar wiejski (5)";6350;
3015053;"Opalenica (3)";8352;
3015054;"Opalenica - miasto (4)";4912;
3015055;"Opalenica - obszar wiejski (5)";3440;
3015063;"Zbąszyń (3)";7028;
3015064;"Zbąszyń - miasto (4)";3749;
3015065;"Zbąszyń - obszar wiejski (5)";3279;
3016013;"Oborniki (3)";17396;
3016014;"Oborniki - miasto (4)";9354;
3016015;"Oborniki - obszar wiejski (5)";8042;
3016023;"Rogoźno (3)";9189;
3016024;"Rogoźno - miasto (4)";5692;
3016025;"Rogoźno - obszar wiejski (5)";3497;
3016032;"Ryczywół (2)";3639;
3017011;"Ostrów Wielkopolski (1)";37672;
3017023;"Nowe Skalmierzyce (3)";7866;
3017024;"Nowe Skalmierzyce - miasto (4)";2485;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";5381;
3017033;"Odolanów (3)";7329;
3017034;"Odolanów - miasto (4)";2601;
3017035;"Odolanów - obszar wiejski (5)";4728;
3017042;"Ostrów Wielkopolski (2)";9620;
3017052;"Przygodzice (2)";6127;
3017063;"Raszków (3)";5924;
3017064;"Raszków - miasto (4)";1056;
3017065;"Raszków - obszar wiejski (5)";4868;
3017072;"Sieroszewice (2)";4788;
3017082;"Sośnie (2)";3265;
3018012;"Czajków (2)";1243;
3018022;"Doruchów (2)";2676;
3018033;"Grabów nad Prosną (3)";4003;
3018034;"Grabów nad Prosną - miasto (4)";1000;
3018035;"Grabów nad Prosną - obszar wiejski (5)";3003;
3018042;"Kobyla Góra (2)";3017;
3018052;"Kraszewice (2)";1829;
3018063;"Mikstat (3)";3030;
3018064;"Mikstat - miasto (4)";952;
3018065;"Mikstat - obszar wiejski (5)";2078;
3018073;"Ostrzeszów (3)";12340;
3018074;"Ostrzeszów - miasto (4)";7415;
3018075;"Ostrzeszów - obszar wiejski (5)";4925;
3019011;"Piła (1)";38180;
3019022;"Białośliwie (2)";2438;
3019032;"Kaczory (2)";3929;
3019043;"Łobżenica (3)";4611;
3019044;"Łobżenica - miasto (4)";1451;
3019045;"Łobżenica - obszar wiejski (5)";3160;
3019052;"Miasteczko Krajeńskie (2)";1576;
3019062;"Szydłowo (2)";4537;
3019073;"Ujście (3)";3945;
3019074;"Ujście - miasto (4)";1884;
3019075;"Ujście - obszar wiejski (5)";2061;
3019083;"Wyrzysk (3)";7114;
3019084;"Wyrzysk - miasto (4)";2634;
3019085;"Wyrzysk - obszar wiejski (5)";4480;
3019093;"Wysoka (3)";3222;
3019094;"Wysoka - miasto (4)";1332;
3019095;"Wysoka - obszar wiejski (5)";1890;
3020013;"Chocz (3)";2372;
3020014;"Chocz - miasto (4)";877;
3020015;"Chocz - obszar wiejski (5)";1495;
3020022;"Czermin (2)";2433;
3020033;"Dobrzyca (3)";4101;
3020034;"Dobrzyca - miasto (4)";1589;
3020035;"Dobrzyca - obszar wiejski (5)";2512;
3020042;"Gizałki (2)";2296;
3020052;"Gołuchów (2)";5439;
3020063;"Pleszew (3)";15177;
3020064;"Pleszew - miasto (4)";8905;
3020065;"Pleszew - obszar wiejski (5)";6272;
3021011;"Luboń (1)";16730;
3021021;"Puszczykowo (1)";5077;
3021033;"Buk (3)";6480;
3021034;"Buk - miasto (4)";3143;
3021035;"Buk - obszar wiejski (5)";3337;
3021042;"Czerwonak (2)";14200;
3021052;"Dopiewo (2)";14373;
3021062;"Kleszczewo (2)";4520;
3021072;"Komorniki (2)";15651;
3021083;"Kostrzyn (3)";9500;
3021084;"Kostrzyn - miasto (4)";5041;
3021085;"Kostrzyn - obszar wiejski (5)";4459;
3021093;"Kórnik (3)";15142;
3021094;"Kórnik - miasto (4)";4120;
3021095;"Kórnik - obszar wiejski (5)";11022;
3021103;"Mosina (3)";17139;
3021104;"Mosina - miasto (4)";7270;
3021105;"Mosina - obszar wiejski (5)";9869;
3021113;"Murowana Goślina (3)";8527;
3021114;"Murowana Goślina - miasto (4)";5327;
3021115;"Murowana Goślina - obszar wiejski (5)";3200;
3021123;"Pobiedziska (3)";10048;
3021124;"Pobiedziska - miasto (4)";4773;
3021125;"Pobiedziska - obszar wiejski (5)";5275;
3021132;"Rokietnica (2)";9490;
3021143;"Stęszew (3)";7699;
3021144;"Stęszew - miasto (4)";3051;
3021145;"Stęszew - obszar wiejski (5)";4648;
3021152;"Suchy Las (2)";9245;
3021163;"Swarzędz (3)";26527;
3021164;"Swarzędz - miasto (4)";15716;
3021165;"Swarzędz - obszar wiejski (5)";10811;
3021172;"Tarnowo Podgórne (2)";14464;
3022013;"Bojanowo (3)";4339;
3022014;"Bojanowo - miasto (4)";1489;
3022015;"Bojanowo - obszar wiejski (5)";2850;
3022023;"Jutrosin (3)";3483;
3022024;"Jutrosin - miasto (4)";1038;
3022025;"Jutrosin - obszar wiejski (5)";2445;
3022033;"Miejska Górka (3)";4621;
3022034;"Miejska Górka - miasto (4)";1618;
3022035;"Miejska Górka - obszar wiejski (5)";3003;
3022042;"Pakosław (2)";2396;
3022053;"Rawicz (3)";15671;
3022054;"Rawicz - miasto (4)";10544;
3022055;"Rawicz - obszar wiejski (5)";5127;
3023011;"Słupca (1)";7099;
3023022;"Lądek (2)";2863;
3023032;"Orchowo (2)";1913;
3023042;"Ostrowite (2)";2505;
3023052;"Powidz (2)";1143;
3023062;"Słupca (2)";4623;
3023072;"Strzałkowo (2)";5048;
3023083;"Zagórów (3)";4441;
3023084;"Zagórów - miasto (4)";1496;
3023085;"Zagórów - obszar wiejski (5)";2945;
3024011;"Obrzycko (1)";1219;
3024022;"Duszniki (2)";4558;
3024032;"Kaźmierz (2)";4458;
3024042;"Obrzycko (2)";2205;
3024053;"Ostroróg (3)";2447;
3024054;"Ostroróg - miasto (4)";964;
3024055;"Ostroróg - obszar wiejski (5)";1483;
3024063;"Pniewy (3)";6530;
3024064;"Pniewy - miasto (4)";4242;
3024065;"Pniewy - obszar wiejski (5)";2288;
3024073;"Szamotuły (3)";15614;
3024074;"Szamotuły - miasto (4)";9871;
3024075;"Szamotuły - obszar wiejski (5)";5743;
3024083;"Wronki (3)";9658;
3024084;"Wronki - miasto (4)";5676;
3024085;"Wronki - obszar wiejski (5)";3982;
3025012;"Dominowo (2)";1551;
3025022;"Krzykosy (2)";3574;
3025032;"Nowe Miasto nad Wartą (2)";4534;
3025043;"Środa Wielkopolska (3)";16692;
3025044;"Środa Wielkopolska - miasto (4)";12155;
3025045;"Środa Wielkopolska - obszar wiejski (5)";4537;
3025052;"Zaniemyśl (2)";3511;
3026012;"Brodnica (2)";2413;
3026023;"Dolsk (3)";2936;
3026024;"Dolsk - miasto (4)";771;
3026025;"Dolsk - obszar wiejski (5)";2165;
3026033;"Książ Wielkopolski (3)";4202;
3026034;"Książ Wielkopolski - miasto (4)";1371;
3026035;"Książ Wielkopolski - obszar wiejski (5)";2831;
3026043;"Śrem (3)";21720;
3026044;"Śrem - miasto (4)";15347;
3026045;"Śrem - obszar wiejski (5)";6373;
3027011;"Turek (1)";14192;
3027022;"Brudzew (2)";3035;
3027033;"Dobra (3)";3099;
3027034;"Dobra - miasto (4)";714;
3027035;"Dobra - obszar wiejski (5)";2385;
3027042;"Kawęczyn (2)";2583;
3027052;"Malanów (2)";3301;
3027062;"Przykona (2)";2299;
3027073;"Tuliszków (3)";5307;
3027074;"Tuliszków - miasto (4)";1690;
3027075;"Tuliszków - obszar wiejski (5)";3617;
3027082;"Turek (2)";4963;
3027092;"Władysławów (2)";4030;
3028011;"Wągrowiec (1)";13323;
3028022;"Damasławek (2)";2706;
3028033;"Gołańcz (3)";4065;
3028034;"Gołańcz - miasto (4)";1634;
3028035;"Gołańcz - obszar wiejski (5)";2431;
3028042;"Mieścisko (2)";2921;
3028053;"Skoki (3)";4829;
3028054;"Skoki - miasto (4)";2255;
3028055;"Skoki - obszar wiejski (5)";2574;
3028062;"Wapno (2)";1498;
3028072;"Wągrowiec (2)";6050;
3029012;"Przemęt (2)";7048;
3029022;"Siedlec (2)";6455;
3029033;"Wolsztyn (3)";15633;
3029034;"Wolsztyn - miasto (4)";6903;
3029035;"Wolsztyn - obszar wiejski (5)";8730;
3030012;"Kołaczkowo (2)";3039;
3030023;"Miłosław (3)";5124;
3030024;"Miłosław - miasto (4)";1842;
3030025;"Miłosław - obszar wiejski (5)";3282;
3030033;"Nekla (3)";3817;
3030034;"Nekla - miasto (4)";1931;
3030035;"Nekla - obszar wiejski (5)";1886;
3030043;"Pyzdry (3)";3508;
3030044;"Pyzdry - miasto (4)";1603;
3030045;"Pyzdry - obszar wiejski (5)";1905;
3030053;"Września (3)";24438;
3030054;"Września - miasto (4)";16248;
3030055;"Września - obszar wiejski (5)";8190;
3031011;"Złotów (1)";9666;
3031023;"Jastrowie (3)";5771;
3031024;"Jastrowie - miasto (4)";4366;
3031025;"Jastrowie - obszar wiejski (5)";1405;
3031033;"Krajenka (3)";3804;
3031034;"Krajenka - miasto (4)";1895;
3031035;"Krajenka - obszar wiejski (5)";1909;
3031042;"Lipka (2)";2737;
3031053;"Okonek (3)";4272;
3031054;"Okonek - miasto (4)";2012;
3031055;"Okonek - obszar wiejski (5)";2260;
3031062;"Tarnówka (2)";1475;
3031072;"Zakrzewo (2)";2427;
3031082;"Złotów (2)";4872;
3061011;"Kalisz (1)";53596;
3062011;"Konin (1)";38784;
3063011;"Leszno (1)";33101;
3064011;"Poznań (1)";285183;
3200000;"ZACHODNIOPOMORSKIE";871671;
3201011;"Białogard (1)";12583;
3201022;"Białogard (2)";3656;
3201033;"Karlino (3)";4617;
3201034;"Karlino - miasto (4)";3025;
3201035;"Karlino - obszar wiejski (5)";1592;
3201043;"Tychowo (3)";3369;
3201044;"Tychowo - miasto (4)";1277;
3201045;"Tychowo - obszar wiejski (5)";2092;
3202012;"Bierzwnik (2)";2287;
3202023;"Choszczno (3)";11085;
3202024;"Choszczno - miasto (4)";7861;
3202025;"Choszczno - obszar wiejski (5)";3224;
3202033;"Drawno (3)";2509;
3202034;"Drawno - miasto (4)";1114;
3202035;"Drawno - obszar wiejski (5)";1395;
3202042;"Krzęcin (2)";1824;
3202053;"Pełczyce (3)";3773;
3202054;"Pełczyce - miasto (4)";1268;
3202055;"Pełczyce - obszar wiejski (5)";2505;
3202063;"Recz (3)";2719;
3202064;"Recz - miasto (4)";1476;
3202065;"Recz - obszar wiejski (5)";1243;
3203013;"Czaplinek (3)";6017;
3203014;"Czaplinek - miasto (4)";3713;
3203015;"Czaplinek - obszar wiejski (5)";2304;
3203023;"Drawsko Pomorskie (3)";8788;
3203024;"Drawsko Pomorskie - miasto (4)";5989;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";2799;
3203033;"Kalisz Pomorski (3)";3788;
3203034;"Kalisz Pomorski - miasto (4)";2311;
3203035;"Kalisz Pomorski - obszar wiejski (5)";1477;
3203052;"Wierzchowo (2)";2084;
3203063;"Złocieniec (3)";8371;
3203064;"Złocieniec - miasto (4)";6666;
3203065;"Złocieniec - obszar wiejski (5)";1705;
3204023;"Goleniów (3)";18404;
3204024;"Goleniów - miasto (4)";11548;
3204025;"Goleniów - obszar wiejski (5)";6856;
3204033;"Maszewo (3)";4364;
3204034;"Maszewo - miasto (4)";1747;
3204035;"Maszewo - obszar wiejski (5)";2617;
3204043;"Nowogard (3)";12553;
3204044;"Nowogard - miasto (4)";8581;
3204045;"Nowogard - obszar wiejski (5)";3972;
3204052;"Osina (2)";1478;
3204062;"Przybiernów (2)";2473;
3204073;"Stepnica (3)";2432;
3204074;"Stepnica - miasto (4)";1230;
3204075;"Stepnica - obszar wiejski (5)";1202;
3205012;"Brojce (2)";1817;
3205023;"Gryfice (3)";12180;
3205024;"Gryfice - miasto (4)";8601;
3205025;"Gryfice - obszar wiejski (5)";3579;
3205032;"Karnice (2)";1992;
3205043;"Płoty (3)";4422;
3205044;"Płoty - miasto (4)";2013;
3205045;"Płoty - obszar wiejski (5)";2409;
3205072;"Rewal (2)";1984;
3205083;"Trzebiatów (3)";8016;
3205084;"Trzebiatów - miasto (4)";4980;
3205085;"Trzebiatów - obszar wiejski (5)";3036;
3206012;"Banie (2)";3137;
3206023;"Cedynia (3)";2107;
3206024;"Cedynia - miasto (4)";778;
3206025;"Cedynia - obszar wiejski (5)";1329;
3206033;"Chojna (3)";6977;
3206034;"Chojna - miasto (4)";3843;
3206035;"Chojna - obszar wiejski (5)";3134;
3206043;"Gryfino (3)";16270;
3206044;"Gryfino - miasto (4)";10968;
3206045;"Gryfino - obszar wiejski (5)";5302;
3206053;"Mieszkowice (3)";3480;
3206054;"Mieszkowice - miasto (4)";1820;
3206055;"Mieszkowice - obszar wiejski (5)";1660;
3206063;"Moryń (3)";2182;
3206064;"Moryń - miasto (4)";888;
3206065;"Moryń - obszar wiejski (5)";1294;
3206072;"Stare Czarnowo (2)";1854;
3206083;"Trzcińsko-Zdrój (3)";2662;
3206084;"Trzcińsko-Zdrój - miasto (4)";1165;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";1497;
3206092;"Widuchowa (2)";2688;
3207013;"Dziwnów (3)";2033;
3207014;"Dziwnów - miasto (4)";1378;
3207015;"Dziwnów - obszar wiejski (5)";655;
3207023;"Golczewo (3)";2920;
3207024;"Golczewo - miasto (4)";1344;
3207025;"Golczewo - obszar wiejski (5)";1576;
3207033;"Kamień Pomorski (3)";7364;
3207034;"Kamień Pomorski - miasto (4)";4566;
3207035;"Kamień Pomorski - obszar wiejski (5)";2798;
3207043;"Międzyzdroje (3)";3442;
3207044;"Międzyzdroje - miasto (4)";2870;
3207045;"Międzyzdroje - obszar wiejski (5)";572;
3207052;"Świerzno (2)";2126;
3207063;"Wolin (3)";6107;
3207064;"Wolin - miasto (4)";2479;
3207065;"Wolin - obszar wiejski (5)";3628;
3208011;"Kołobrzeg (1)";24565;
3208022;"Dygowo (2)";2812;
3208033;"Gościno (3)";2565;
3208034;"Gościno - miasto (4)";1240;
3208035;"Gościno - obszar wiejski (5)";1325;
3208042;"Kołobrzeg (2)";5611;
3208052;"Rymań (2)";1967;
3208062;"Siemyśl (2)";1890;
3208072;"Ustronie Morskie (2)";1934;
3209012;"Będzino (2)";4367;
3209022;"Biesiekierz (2)";3553;
3209033;"Bobolice (3)";4406;
3209034;"Bobolice - miasto (4)";2051;
3209035;"Bobolice - obszar wiejski (5)";2355;
3209042;"Manowo (2)";3479;
3209053;"Mielno (3)";2511;
3209054;"Mielno - miasto (4)";1539;
3209055;"Mielno - obszar wiejski (5)";972;
3209063;"Polanów (3)";4271;
3209064;"Polanów - miasto (4)";1455;
3209065;"Polanów - obszar wiejski (5)";2816;
3209073;"Sianów (3)";7021;
3209074;"Sianów - miasto (4)";3456;
3209075;"Sianów - obszar wiejski (5)";3565;
3209082;"Świeszyno (2)";3733;
3210013;"Barlinek (3)";9857;
3210014;"Barlinek - miasto (4)";7052;
3210015;"Barlinek - obszar wiejski (5)";2805;
3210022;"Boleszkowice (2)";1396;
3210033;"Dębno (3)";10431;
3210034;"Dębno - miasto (4)";7121;
3210035;"Dębno - obszar wiejski (5)";3310;
3210043;"Myślibórz (3)";10086;
3210044;"Myślibórz - miasto (4)";5855;
3210045;"Myślibórz - obszar wiejski (5)";4231;
3210052;"Nowogródek Pomorski (2)";1639;
3211012;"Dobra (Szczecińska) (2)";12413;
3211022;"Kołbaskowo (2)";6855;
3211033;"Nowe Warpno (3)";795;
3211034;"Nowe Warpno - miasto (4)";572;
3211035;"Nowe Warpno - obszar wiejski (5)";223;
3211043;"Police (3)";21027;
3211044;"Police - miasto (4)";16634;
3211045;"Police - obszar wiejski (5)";4393;
3212012;"Bielice (2)";1529;
3212022;"Kozielice (2)";1228;
3212033;"Lipiany (3)";2904;
3212034;"Lipiany - miasto (4)";1991;
3212035;"Lipiany - obszar wiejski (5)";913;
3212042;"Przelewice (2)";2497;
3212053;"Pyrzyce (3)";9786;
3212054;"Pyrzyce - miasto (4)";6468;
3212055;"Pyrzyce - obszar wiejski (5)";3318;
3212062;"Warnice (2)";1699;
3213011;"Darłowo (1)";7114;
3213021;"Sławno (1)";6516;
3213032;"Darłowo (2)";3965;
3213042;"Malechowo (2)";3132;
3213052;"Postomino (2)";3453;
3213062;"Sławno (2)";4419;
3214011;"Stargard (1)";35286;
3214023;"Chociwel (3)";2877;
3214024;"Chociwel - miasto (4)";1604;
3214025;"Chociwel - obszar wiejski (5)";1273;
3214033;"Dobrzany (3)";2377;
3214034;"Dobrzany - miasto (4)";1119;
3214035;"Dobrzany - obszar wiejski (5)";1258;
3214042;"Dolice (2)";3871;
3214053;"Ińsko (3)";1681;
3214054;"Ińsko - miasto (4)";980;
3214055;"Ińsko - obszar wiejski (5)";701;
3214062;"Kobylanka (2)";2879;
3214082;"Marianowo (2)";1586;
3214092;"Stara Dąbrowa (2)";1814;
3214102;"Stargard (2)";6770;
3214113;"Suchań (3)";2143;
3214114;"Suchań - miasto (4)";744;
3214115;"Suchań - obszar wiejski (5)";1399;
3215011;"Szczecinek (1)";21023;
3215023;"Barwice (3)";4225;
3215024;"Barwice - miasto (4)";1874;
3215025;"Barwice - obszar wiejski (5)";2351;
3215033;"Biały Bór (3)";2679;
3215034;"Biały Bór - miasto (4)";1167;
3215035;"Biały Bór - obszar wiejski (5)";1512;
3215043;"Borne Sulinowo (3)";5091;
3215044;"Borne Sulinowo - miasto (4)";2709;
3215045;"Borne Sulinowo - obszar wiejski (5)";2382;
3215052;"Grzmiąca (2)";2286;
3215062;"Szczecinek (2)";4552;
3216011;"Świdwin (1)";8008;
3216022;"Brzeżno (2)";1354;
3216033;"Połczyn-Zdrój (3)";7706;
3216034;"Połczyn-Zdrój - miasto (4)";4221;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";3485;
3216042;"Rąbino (2)";1713;
3216052;"Sławoborze (2)";1999;
3216062;"Świdwin (2)";2854;
3217011;"Wałcz (1)";13172;
3217023;"Człopa (3)";2468;
3217024;"Człopa - miasto (4)";1206;
3217025;"Człopa - obszar wiejski (5)";1262;
3217033;"Mirosławiec (3)";2767;
3217034;"Mirosławiec - miasto (4)";1577;
3217035;"Mirosławiec - obszar wiejski (5)";1190;
3217043;"Tuczno (3)";2453;
3217044;"Tuczno - miasto (4)";995;
3217045;"Tuczno - obszar wiejski (5)";1458;
3217052;"Wałcz (2)";6327;
3218013;"Dobra (3)";2168;
3218014;"Dobra - miasto (4)";1160;
3218015;"Dobra - obszar wiejski (5)";1008;
3218023;"Łobez (3)";7055;
3218024;"Łobez - miasto (4)";5274;
3218025;"Łobez - obszar wiejski (5)";1781;
3218032;"Radowo Małe (2)";1781;
3218043;"Resko (3)";3976;
3218044;"Resko - miasto (4)";2137;
3218045;"Resko - obszar wiejski (5)";1839;
3218053;"Węgorzyno (3)";3412;
3218054;"Węgorzyno - miasto (4)";1423;
3218055;"Węgorzyno - obszar wiejski (5)";1989;
3261011;"Koszalin (1)";56671;
3262011;"Szczecin (1)";211082;
3263011;"Świnoujście (1)";21205;
