"Kod";"Nazwa";"Świadczenie wychowawcze";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3013052;"Święciechowa (2)";"wydatki na świadczenia wychowawcze";"2019";7776948;"zł";"";
3013062;"Wijewo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";364;"-";"";
3013062;"Wijewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";634;"-";"";
3013062;"Wijewo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";803;"-";"";
3013062;"Wijewo (2)";"wydatki na świadczenia wychowawcze";"2019";4389315;"zł";"";
3013072;"Włoszakowice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";783;"-";"";
3013072;"Włoszakowice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1245;"-";"";
3013072;"Włoszakowice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1993;"-";"";
3013072;"Włoszakowice (2)";"wydatki na świadczenia wychowawcze";"2019";9825543;"zł";"";
3014012;"Chrzypsko Wielkie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";252;"-";"";
3014012;"Chrzypsko Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";404;"-";"";
3014012;"Chrzypsko Wielkie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";600;"-";"";
3014012;"Chrzypsko Wielkie (2)";"wydatki na świadczenia wychowawcze";"2019";3120995;"zł";"";
3014022;"Kwilcz (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";484;"-";"";
3014022;"Kwilcz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";787;"-";"";
3014022;"Kwilcz (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1123;"-";"";
3014022;"Kwilcz (2)";"wydatki na świadczenia wychowawcze";"2019";5972085;"zł";"";
3014033;"Międzychód (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1182;"-";"";
3014033;"Międzychód (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1798;"-";"";
3014033;"Międzychód (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2792;"-";"";
3014033;"Międzychód (3)";"wydatki na świadczenia wychowawcze";"2019";15006753;"zł";"";
3014043;"Sieraków (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";620;"-";"";
3014043;"Sieraków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";985;"-";"";
3014043;"Sieraków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1535;"-";"";
3014043;"Sieraków (3)";"wydatki na świadczenia wychowawcze";"2019";7752225;"zł";"";
3015012;"Kuślin (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";427;"-";"";
3015012;"Kuślin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";699;"-";"";
3015012;"Kuślin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1077;"-";"";
3015012;"Kuślin (2)";"wydatki na świadczenia wychowawcze";"2019";5435226;"zł";"";
3015023;"Lwówek (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";670;"-";"";
3015023;"Lwówek (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1093;"-";"";
3015023;"Lwówek (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1590;"-";"";
3015023;"Lwówek (3)";"wydatki na świadczenia wychowawcze";"2019";8597365;"zł";"";
3015032;"Miedzichowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";248;"-";"";
3015032;"Miedzichowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";401;"-";"";
3015032;"Miedzichowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";647;"-";"";
3015032;"Miedzichowo (2)";"wydatki na świadczenia wychowawcze";"2019";3245852;"zł";"";
3015043;"Nowy Tomyśl (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2041;"-";"";
3015043;"Nowy Tomyśl (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2993;"-";"";
3015043;"Nowy Tomyśl (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";5270;"-";"";
3015043;"Nowy Tomyśl (3)";"wydatki na świadczenia wychowawcze";"2019";26296616;"zł";"";
3015053;"Opalenica (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1191;"-";"";
3015053;"Opalenica (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1788;"-";"";
3015053;"Opalenica (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2974;"-";"";
3015053;"Opalenica (3)";"wydatki na świadczenia wychowawcze";"2019";15244562;"zł";"";
3015063;"Zbąszyń (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";914;"-";"";
3015063;"Zbąszyń (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1400;"-";"";
3015063;"Zbąszyń (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2553;"-";"";
3015063;"Zbąszyń (3)";"wydatki na świadczenia wychowawcze";"2019";12337597;"zł";"";
3016013;"Oborniki (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2579;"-";"";
3016013;"Oborniki (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";3974;"-";"";
3016013;"Oborniki (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";6589;"-";"";
3016013;"Oborniki (3)";"wydatki na świadczenia wychowawcze";"2019";32654115;"zł";"";
3016023;"Rogoźno (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1380;"-";"";
3016023;"Rogoźno (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2248;"-";"";
3016023;"Rogoźno (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3423;"-";"";
3016023;"Rogoźno (3)";"wydatki na świadczenia wychowawcze";"2019";17335584;"zł";"";
3016032;"Ryczywół (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";557;"-";"";
3016032;"Ryczywół (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";919;"-";"";
3016032;"Ryczywół (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1287;"-";"";
3016032;"Ryczywół (2)";"wydatki na świadczenia wychowawcze";"2019";7106085;"zł";"";
3017011;"Ostrów Wielkopolski (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";4259;"-";"";
3017011;"Ostrów Wielkopolski (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";6053;"-";"";
3017011;"Ostrów Wielkopolski (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";10929;"-";"";
3017011;"Ostrów Wielkopolski (1)";"wydatki na świadczenia wychowawcze";"2019";53112498;"zł";"";
3017023;"Nowe Skalmierzyce (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1104;"-";"";
3017023;"Nowe Skalmierzyce (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1658;"-";"";
3017023;"Nowe Skalmierzyce (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2901;"-";"";
3017023;"Nowe Skalmierzyce (3)";"wydatki na świadczenia wychowawcze";"2019";13929699;"zł";"";
3017033;"Odolanów (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1177;"-";"";
3017033;"Odolanów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1857;"-";"";
3017033;"Odolanów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2810;"-";"";
3017033;"Odolanów (3)";"wydatki na świadczenia wychowawcze";"2019";14307908;"zł";"";
3017042;"Ostrów Wielkopolski (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1360;"-";"";
3017042;"Ostrów Wielkopolski (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2076;"-";"";
3017042;"Ostrów Wielkopolski (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3403;"-";"";
3017042;"Ostrów Wielkopolski (2)";"wydatki na świadczenia wychowawcze";"2019";16987038;"zł";"";
3017052;"Przygodzice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";869;"-";"";
3017052;"Przygodzice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1290;"-";"";
3017052;"Przygodzice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2012;"-";"";
3017052;"Przygodzice (2)";"wydatki na świadczenia wychowawcze";"2019";10635311;"zł";"";
3017063;"Raszków (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";924;"-";"";
3017063;"Raszków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1446;"-";"";
3017063;"Raszków (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2142;"-";"";
3017063;"Raszków (3)";"wydatki na świadczenia wychowawcze";"2019";11259844;"zł";"";
3017072;"Sieroszewice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";682;"-";"";
3017072;"Sieroszewice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1092;"-";"";
3017072;"Sieroszewice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1618;"-";"";
3017072;"Sieroszewice (2)";"wydatki na świadczenia wychowawcze";"2019";8518537;"zł";"";
3017082;"Sośnie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";485;"-";"";
3017082;"Sośnie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";763;"-";"";
3017082;"Sośnie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1104;"-";"";
3017082;"Sośnie (2)";"wydatki na świadczenia wychowawcze";"2019";5750487;"zł";"";
3018012;"Czajków (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";199;"-";"";
3018012;"Czajków (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";342;"-";"";
3018012;"Czajków (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";422;"-";"";
3018012;"Czajków (2)";"wydatki na świadczenia wychowawcze";"2019";2391052;"zł";"";
3018022;"Doruchów (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";405;"-";"";
3018022;"Doruchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";669;"-";"";
3018022;"Doruchów (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";894;"-";"";
3018022;"Doruchów (2)";"wydatki na świadczenia wychowawcze";"2019";5064384;"zł";"";
3018033;"Grabów nad Prosną (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";524;"-";"";
3018033;"Grabów nad Prosną (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";800;"-";"";
3018033;"Grabów nad Prosną (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1188;"-";"";
3018033;"Grabów nad Prosną (3)";"wydatki na świadczenia wychowawcze";"2019";6594344;"zł";"";
3018042;"Kobyla Góra (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";501;"-";"";
3018042;"Kobyla Góra (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";820;"-";"";
3018042;"Kobyla Góra (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1131;"-";"";
3018042;"Kobyla Góra (2)";"wydatki na świadczenia wychowawcze";"2019";5991111;"zł";"";
3018052;"Kraszewice (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";283;"-";"";
3018052;"Kraszewice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";479;"-";"";
3018052;"Kraszewice (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";588;"-";"";
3018052;"Kraszewice (2)";"wydatki na świadczenia wychowawcze";"2019";3483237;"zł";"";
3018063;"Mikstat (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";429;"-";"";
3018063;"Mikstat (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";668;"-";"";
3018063;"Mikstat (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";920;"-";"";
3018063;"Mikstat (3)";"wydatki na świadczenia wychowawcze";"2019";5161324;"zł";"";
3018073;"Ostrzeszów (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1516;"-";"";
3018073;"Ostrzeszów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";2248;"-";"";
3018073;"Ostrzeszów (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";3737;"-";"";
3018073;"Ostrzeszów (3)";"wydatki na świadczenia wychowawcze";"2019";19519827;"zł";"";
3019011;"Piła (1)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";4208;"-";"";
3019011;"Piła (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";6067;"-";"";
3019011;"Piła (1)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";11015;"-";"";
3019011;"Piła (1)";"wydatki na świadczenia wychowawcze";"2019";54408349;"zł";"";
3019022;"Białośliwie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";358;"-";"";
3019022;"Białośliwie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";561;"-";"";
3019022;"Białośliwie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";817;"-";"";
3019022;"Białośliwie (2)";"wydatki na świadczenia wychowawcze";"2019";4345295;"zł";"";
3019032;"Kaczory (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";532;"-";"";
3019032;"Kaczory (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";818;"-";"";
3019032;"Kaczory (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1286;"-";"";
3019032;"Kaczory (2)";"wydatki na świadczenia wychowawcze";"2019";6655992;"zł";"";
3019043;"Łobżenica (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";634;"-";"";
3019043;"Łobżenica (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1136;"-";"";
3019043;"Łobżenica (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1528;"-";"";
3019043;"Łobżenica (3)";"wydatki na świadczenia wychowawcze";"2019";8296775;"zł";"";
3019052;"Miasteczko Krajeńskie (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";231;"-";"";
3019052;"Miasteczko Krajeńskie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";362;"-";"";
3019052;"Miasteczko Krajeńskie (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";543;"-";"";
3019052;"Miasteczko Krajeńskie (2)";"wydatki na świadczenia wychowawcze";"2019";2830782;"zł";"";
3019062;"Szydłowo (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";650;"-";"";
3019062;"Szydłowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";958;"-";"";
3019062;"Szydłowo (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1625;"-";"";
3019062;"Szydłowo (2)";"wydatki na świadczenia wychowawcze";"2019";8077703;"zł";"";
3019073;"Ujście (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";471;"-";"";
3019073;"Ujście (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";716;"-";"";
3019073;"Ujście (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1239;"-";"";
3019073;"Ujście (3)";"wydatki na świadczenia wychowawcze";"2019";6004011;"zł";"";
3019083;"Wyrzysk (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";957;"-";"";
3019083;"Wyrzysk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1513;"-";"";
3019083;"Wyrzysk (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";2194;"-";"";
3019083;"Wyrzysk (3)";"wydatki na świadczenia wychowawcze";"2019";11664884;"zł";"";
3019093;"Wysoka (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";464;"-";"";
3019093;"Wysoka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";761;"-";"";
3019093;"Wysoka (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";1068;"-";"";
3019093;"Wysoka (3)";"wydatki na świadczenia wychowawcze";"2019";7914955;"zł";"";
3020013;"Chocz (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";356;"-";"";
3020013;"Chocz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";540;"-";"";
3020013;"Chocz (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";809;"-";"";
3020013;"Chocz (3)";"wydatki na świadczenia wychowawcze";"2019";4184541;"zł";"";
3020022;"Czermin (2)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";432;"-";"";
3020022;"Czermin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";712;"-";"";
3020022;"Czermin (2)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"2019";991;"-";"";
3020022;"Czermin (2)";"wydatki na świadczenia wychowawcze";"2019";5082131;"zł";"";
3020033;"Dobrzyca (3)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";621;"-";"";
3020033;"Dobrzyca (3)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"2019";1035;"-";"";
